X,CH1,CH2,D7-D0,Start,Increment,
Sequence,Volt,Volt,,-1.120000e-02,4.000000e-06
0,4.00e-02,0.00e+00,0x00,
1,4.00e-02,0.00e+00,0x00,
2,4.00e-02,0.00e+00,0x00,
3,4.00e-02,0.00e+00,0x00,
4,4.00e-02,0.00e+00,0x00,
5,4.00e-02,0.00e+00,0x00,
6,4.00e-02,0.00e+00,0x00,
7,4.00e-02,0.00e+00,0x00,
8,4.00e-02,0.00e+00,0x00,
9,4.00e-02,0.00e+00,0x00,
10,4.00e-02,0.00e+00,0x00,
11,4.00e-02,0.00e+00,0x00,
12,4.00e-02,0.00e+00,0x00,
13,4.00e-02,0.00e+00,0x00,
14,4.00e-02,0.00e+00,0x00,
15,4.00e-02,0.00e+00,0x00,
16,4.00e-02,0.00e+00,0x00,
17,4.00e-02,0.00e+00,0x00,
18,4.00e-02,0.00e+00,0x00,
19,4.00e-02,0.00e+00,0x00,
20,4.00e-02,0.00e+00,0x00,
21,4.00e-02,0.00e+00,0x00,
22,4.00e-02,0.00e+00,0x00,
23,4.00e-02,0.00e+00,0x00,
24,4.00e-02,0.00e+00,0x00,
25,4.00e-02,0.00e+00,0x00,
26,4.00e-02,0.00e+00,0x00,
27,4.00e-02,0.00e+00,0x00,
28,4.00e-02,0.00e+00,0x00,
29,4.00e-02,0.00e+00,0x00,
30,4.00e-02,0.00e+00,0x00,
31,4.00e-02,0.00e+00,0x00,
32,4.00e-02,0.00e+00,0x00,
33,4.00e-02,0.00e+00,0x00,
34,4.00e-02,0.00e+00,0x00,
35,4.00e-02,0.00e+00,0x00,
36,4.00e-02,0.00e+00,0x00,
37,4.00e-02,0.00e+00,0x00,
38,4.00e-02,0.00e+00,0x00,
39,4.00e-02,0.00e+00,0x00,
40,4.00e-02,0.00e+00,0x00,
41,4.00e-02,0.00e+00,0x00,
42,4.00e-02,0.00e+00,0x00,
43,4.00e-02,0.00e+00,0x00,
44,4.00e-02,0.00e+00,0x00,
45,4.00e-02,0.00e+00,0x00,
46,4.00e-02,0.00e+00,0x00,
47,4.00e-02,0.00e+00,0x00,
48,4.00e-02,0.00e+00,0x00,
49,4.00e-02,0.00e+00,0x00,
50,4.00e-02,0.00e+00,0x00,
51,4.00e-02,0.00e+00,0x00,
52,4.00e-02,0.00e+00,0x00,
53,4.00e-02,0.00e+00,0x00,
54,4.00e-02,0.00e+00,0x00,
55,4.00e-02,0.00e+00,0x00,
56,4.00e-02,0.00e+00,0x00,
57,4.00e-02,0.00e+00,0x00,
58,4.00e-02,0.00e+00,0x00,
59,4.00e-02,0.00e+00,0x00,
60,4.00e-02,0.00e+00,0x00,
61,4.00e-02,0.00e+00,0x00,
62,4.00e-02,0.00e+00,0x00,
63,4.00e-02,0.00e+00,0x00,
64,4.00e-02,0.00e+00,0x00,
65,4.00e-02,0.00e+00,0x00,
66,4.00e-02,0.00e+00,0x00,
67,4.00e-02,0.00e+00,0x00,
68,4.00e-02,0.00e+00,0x00,
69,4.00e-02,0.00e+00,0x00,
70,4.00e-02,0.00e+00,0x00,
71,4.00e-02,0.00e+00,0x00,
72,4.00e-02,0.00e+00,0x00,
73,4.00e-02,0.00e+00,0x00,
74,4.00e-02,0.00e+00,0x00,
75,4.00e-02,0.00e+00,0x00,
76,4.00e-02,0.00e+00,0x00,
77,4.00e-02,0.00e+00,0x00,
78,4.00e-02,0.00e+00,0x00,
79,4.00e-02,0.00e+00,0x00,
80,4.00e-02,0.00e+00,0x00,
81,4.00e-02,0.00e+00,0x00,
82,4.00e-02,0.00e+00,0x00,
83,4.00e-02,0.00e+00,0x00,
84,4.00e-02,0.00e+00,0x00,
85,4.00e-02,0.00e+00,0x00,
86,4.00e-02,0.00e+00,0x00,
87,4.00e-02,0.00e+00,0x00,
88,4.00e-02,0.00e+00,0x00,
89,4.00e-02,0.00e+00,0x00,
90,4.00e-02,0.00e+00,0x00,
91,4.00e-02,0.00e+00,0x00,
92,4.00e-02,0.00e+00,0x00,
93,4.00e-02,0.00e+00,0x00,
94,4.00e-02,0.00e+00,0x00,
95,4.00e-02,0.00e+00,0x00,
96,4.00e-02,0.00e+00,0x00,
97,4.00e-02,0.00e+00,0x00,
98,4.00e-02,0.00e+00,0x00,
99,4.00e-02,0.00e+00,0x00,
100,4.00e-02,0.00e+00,0x00,
101,4.00e-02,0.00e+00,0x00,
102,4.00e-02,0.00e+00,0x00,
103,4.00e-02,0.00e+00,0x00,
104,4.00e-02,0.00e+00,0x00,
105,4.00e-02,0.00e+00,0x00,
106,4.00e-02,0.00e+00,0x00,
107,4.00e-02,4.00e-02,0x01,
108,4.00e-02,4.00e-02,0x01,
109,4.00e-02,1.20e-01,0x01,
110,4.00e-02,1.20e-01,0x01,
111,4.00e-02,1.60e-01,0x01,
112,4.00e-02,1.60e-01,0x01,
113,4.00e-02,1.60e-01,0x00,
114,4.00e-02,1.60e-01,0x00,
